gene_id	gene_name	ZFIN.ID	Description
ENSDARG00000102246	si:dkey-161l11.23	https://zfin.org/ZDB-GENE-141212-146	si:dkey-161l11.23 [Source:ZFIN;Acc:ZDB-GENE-141212-146]
ENSDARG00000068460	otog	https://zfin.org/ZDB-GENE-120228-1	otogelin [Source:ZFIN;Acc:ZDB-GENE-120228-1]
ENSDARG00000020311	cnih1	https://zfin.org/ZDB-GENE-040426-1944	cornichon family AMPA receptor auxiliary protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1944]
ENSDARG00000078102	si:ch211-150i13.1	https://zfin.org/ZDB-GENE-090313-44	si:ch211-150i13.1 [Source:ZFIN;Acc:ZDB-GENE-090313-44]
ENSDARG00000096523	si:ch73-94k4.5	https://zfin.org/ZDB-GENE-121214-94	si:ch73-94k4.5 [Source:ZFIN;Acc:ZDB-GENE-121214-94]
ENSDARG00000103626	si:dkey-161l11.22	https://zfin.org/ZDB-GENE-141212-203	si:dkey-161l11.22 [Source:ZFIN;Acc:ZDB-GENE-141212-203]
ENSDARG00000100765	si:dkey-161l11.28	https://zfin.org/ZDB-GENE-141212-191	si:dkey-161l11.28 [Source:ZFIN;Acc:ZDB-GENE-141212-191]
ENSDARG00000037810	zgc:112175	https://zfin.org/ZDB-GENE-050417-220	zgc:112175 [Source:ZFIN;Acc:ZDB-GENE-050417-220]
ENSDARG00000033596	polr2c	https://zfin.org/ZDB-GENE-030131-6609	polymerase (RNA) II (DNA directed) polypeptide C [Source:ZFIN;Acc:ZDB-GENE-030131-6609]
ENSDARG00000104368	si:dkey-161l11.31	https://zfin.org/ZDB-GENE-141212-121	si:dkey-161l11.31 [Source:ZFIN;Acc:ZDB-GENE-141212-121]
ENSDARG00000074381	farp1	https://zfin.org/ZDB-GENE-070424-163	"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:ZFIN;Acc:ZDB-GENE-070424-163]"
ENSDARG00000096671	si:ch73-94k4.3	https://zfin.org/ZDB-GENE-121214-91	si:ch73-94k4.3 [Source:ZFIN;Acc:ZDB-GENE-121214-91]
ENSDARG00000031817	trim2a	https://zfin.org/ZDB-GENE-050327-99	tripartite motif containing 2a [Source:ZFIN;Acc:ZDB-GENE-050327-99]
ENSDARG00000061024	rabggta	https://zfin.org/ZDB-GENE-060929-1042	"Rab geranylgeranyltransferase, alpha subunit [Source:ZFIN;Acc:ZDB-GENE-060929-1042]"
ENSDARG00000098489	si:dkey-161l11.33	https://zfin.org/ZDB-GENE-141212-198	si:dkey-161l11.33 [Source:ZFIN;Acc:ZDB-GENE-141212-198]
ENSDARG00000098675	si:dkey-161l11.11	https://zfin.org/ZDB-GENE-141212-124	si:dkey-161l11.11 [Source:ZFIN;Acc:ZDB-GENE-141212-124]
ENSDARG00000008398	cacna1c	https://zfin.org/ZDB-GENE-020129-1	"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:ZFIN;Acc:ZDB-GENE-020129-1]"
ENSDARG00000006283	waslb	https://zfin.org/ZDB-GENE-040426-718	Wiskott-Aldrich syndrome-like b [Source:ZFIN;Acc:ZDB-GENE-040426-718]
ENSDARG00000099208	si:dkey-161l11.77p	https://zfin.org/	
ENSDARG00000041051	mid1ip1a	https://zfin.org/ZDB-GENE-990415-81	MID1 interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-990415-81]
ENSDARG00000098400	si:dkey-161l11.29	https://zfin.org/ZDB-GENE-141212-165	si:dkey-161l11.29 [Source:ZFIN;Acc:ZDB-GENE-141212-165]
ENSDARG00000096634	si:ch73-94k4.1	https://zfin.org/ZDB-GENE-121214-110	si:ch73-94k4.1 [Source:ZFIN;Acc:ZDB-GENE-121214-110]
ENSDARG00000100845	si:dkey-161l11.30	https://zfin.org/ZDB-GENE-141212-123	si:dkey-161l11.30 [Source:ZFIN;Acc:ZDB-GENE-141212-123]
ENSDARG00000101447	si:ch211-129p6.4	https://zfin.org/ZDB-GENE-131127-13	si:ch211-129p6.4 [Source:ZFIN;Acc:ZDB-GENE-131127-13]
ENSDARG00000028784	si:dkey-24p1.6	https://zfin.org/ZDB-GENE-060503-67	si:dkey-24p1.6 [Source:ZFIN;Acc:ZDB-GENE-060503-67]
ENSDARG00000103000	si:ch211-107p11.3	https://zfin.org/ZDB-GENE-030131-3607	si:ch211-107p11.3 [Source:ZFIN;Acc:ZDB-GENE-030131-3607]
ENSDARG00000099239	si:dkey-161l11.18	https://zfin.org/ZDB-GENE-141212-106	si:dkey-161l11.18 [Source:ZFIN;Acc:ZDB-GENE-141212-106]
ENSDARG00000099145	si:ch211-129p6.5	https://zfin.org/ZDB-GENE-131121-69	si:ch211-129p6.5 [Source:ZFIN;Acc:ZDB-GENE-131121-69]
ENSDARG00000103918	si:dkey-161l11.14	https://zfin.org/ZDB-GENE-141212-120	si:dkey-161l11.14 [Source:ZFIN;Acc:ZDB-GENE-141212-120]
ENSDARG00000074254	abcb6b	https://zfin.org/ZDB-GENE-070912-584	"ATP-binding cassette, sub-family B (MDR/TAP), member 6b [Source:ZFIN;Acc:ZDB-GENE-070912-584]"
ENSDARG00000086911	si:dkey-100n23.5	https://zfin.org/ZDB-GENE-070912-347	si:dkey-100n23.5 [Source:ZFIN;Acc:ZDB-GENE-070912-347]
ENSDARG00000028327	gmfb	https://zfin.org/ZDB-GENE-040426-2114	"glia maturation factor, beta [Source:ZFIN;Acc:ZDB-GENE-040426-2114]"
ENSDARG00000098498	si:dkey-161l11.79	https://zfin.org/ZDB-GENE-141212-91	si:dkey-161l11.79 [Source:ZFIN;Acc:ZDB-GENE-141212-91]
ENSDARG00000011049	slc17a9b	https://zfin.org/ZDB-GENE-040718-380	"solute carrier family 17 (vesicular nucleotide transporter), member 9b [Source:ZFIN;Acc:ZDB-GENE-040718-380]"
ENSDARG00000037064	galca	https://zfin.org/ZDB-GENE-040724-243	galactosylceramidase a [Source:ZFIN;Acc:ZDB-GENE-040724-243]
ENSDARG00000098163	si:dkey-161l11.10	https://zfin.org/ZDB-GENE-141212-127	si:dkey-161l11.10 [Source:ZFIN;Acc:ZDB-GENE-141212-127]
ENSDARG00000053568	pstpip1b	https://zfin.org/ZDB-GENE-051127-25	proline-serine-threonine phosphatase interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-051127-25]
ENSDARG00000101882	si:dkey-161l11.8	https://zfin.org/ZDB-GENE-141212-162	si:dkey-161l11.8 [Source:ZFIN;Acc:ZDB-GENE-141212-162]
ENSDARG00000039411	cep68	https://zfin.org/ZDB-GENE-030616-565	centrosomal protein 68 [Source:ZFIN;Acc:ZDB-GENE-030616-565]
ENSDARG00000103986	si:dkey-161l11.17	https://zfin.org/ZDB-GENE-141212-158	si:dkey-161l11.17 [Source:ZFIN;Acc:ZDB-GENE-141212-158]
ENSDARG00000014817	ranbp1	https://zfin.org/ZDB-GENE-040426-2548	RAN binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2548]
ENSDARG00000091222	si:dkey-190l8.2	https://zfin.org/ZDB-GENE-030131-9103	si:dkey-190l8.2 [Source:ZFIN;Acc:ZDB-GENE-030131-9103]
ENSDARG00000069852	lipt2	https://zfin.org/ZDB-GENE-060312-18	lipoyl(octanoyl) transferase 2 (putative) [Source:ZFIN;Acc:ZDB-GENE-060312-18]
ENSDARG00000086819	scn1a	https://zfin.org/ZDB-GENE-040426-751	"sodium channel, voltage-gated, type I, alpha [Source:ZFIN;Acc:ZDB-GENE-040426-751]"
ENSDARG00000099537	si:dkey-161l11.25	https://zfin.org/ZDB-GENE-141212-199	si:dkey-161l11.25 [Source:ZFIN;Acc:ZDB-GENE-141212-199]
ENSDARG00000018178	pgm2	https://zfin.org/ZDB-GENE-040426-2218	phosphoglucomutase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2218]
ENSDARG00000098624	si:dkey-161l11.12	https://zfin.org/ZDB-GENE-141212-194	si:dkey-161l11.12 [Source:ZFIN;Acc:ZDB-GENE-141212-194]
ENSDARG00000101531	si:dkey-161l11.34	https://zfin.org/ZDB-GENE-141212-211	si:dkey-161l11.34 [Source:ZFIN;Acc:ZDB-GENE-141212-211]
ENSDARG00000046141	zgc:162025	https://zfin.org/ZDB-GENE-041212-25	zgc:162025 [Source:ZFIN;Acc:ZDB-GENE-070424-17]
ENSDARG00000104132	si:dkey-161l11.37	https://zfin.org/ZDB-GENE-141212-185	si:dkey-161l11.37 [Source:ZFIN;Acc:ZDB-GENE-141212-185]
ENSDARG00000076117	stard5	https://zfin.org/ZDB-GENE-130103-4	StAR-related lipid transfer (START) domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-130103-4]
ENSDARG00000002405	si:ch211-225b11.1	https://zfin.org/ZDB-GENE-060531-39	si:ch211-225b11.1 [Source:ZFIN;Acc:ZDB-GENE-060531-39]
ENSDARG00000042825	rnf169	https://zfin.org/ZDB-GENE-030131-4336	ring finger protein 169 [Source:ZFIN;Acc:ZDB-GENE-030131-4336]
ENSDARG00000074393	sh3yl1	https://zfin.org/ZDB-GENE-040128-16	SH3 and SYLF domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040128-16]
ENSDARG00000098973	si:dkey-161l11.35	https://zfin.org/ZDB-GENE-141212-160	si:dkey-161l11.35 [Source:ZFIN;Acc:ZDB-GENE-141212-160]
ENSDARG00000086336	si:ch211-157b11.12	https://zfin.org/ZDB-GENE-041111-80	si:ch211-157b11.12 [Source:ZFIN;Acc:ZDB-GENE-041111-80]
ENSDARG00000039065	trpc2a	https://zfin.org/ZDB-GENE-130530-602	"transient receptor potential cation channel, subfamily C, member 2a [Source:ZFIN;Acc:ZDB-GENE-130530-602]"
ENSDARG00000093163	si:ch211-262l19.1	https://zfin.org/ZDB-GENE-090313-103	si:ch211-262l19.1 [Source:ZFIN;Acc:ZDB-GENE-090313-103]
ENSDARG00000099234	si:dkey-161l11.27	https://zfin.org/ZDB-GENE-141212-128	si:dkey-161l11.27 [Source:ZFIN;Acc:ZDB-GENE-141212-128]
ENSDARG00000014591	ilf2	https://zfin.org/ZDB-GENE-040426-2345	interleukin enhancer binding factor 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2345]
ENSDARG00000077907	si:dkey-183p4.10	https://zfin.org/ZDB-GENE-081104-337	si:dkey-183p4.10 [Source:ZFIN;Acc:ZDB-GENE-081104-337]
ENSDARG00000098828	si:dkey-161l11.36	https://zfin.org/ZDB-GENE-141212-214	si:dkey-161l11.36 [Source:ZFIN;Acc:ZDB-GENE-141212-214]
ENSDARG00000068456	tmem91	https://zfin.org/ZDB-GENE-060503-581	transmembrane protein 91 [Source:ZFIN;Acc:ZDB-GENE-060503-581]
ENSDARG00000105718	si:cabz01068273.1	https://zfin.org/	
ENSDARG00000092134	rad54b	https://zfin.org/ZDB-GENE-060810-50	RAD54 homolog B (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060810-50]
ENSDARG00000093448	mpc1	https://zfin.org/ZDB-GENE-040718-94	mitochondrial pyruvate carrier 1 [Source:ZFIN;Acc:ZDB-GENE-040718-94]
ENSDARG00000103655	si:dkey-161l11.32	https://zfin.org/ZDB-GENE-141212-100	si:dkey-161l11.32 [Source:ZFIN;Acc:ZDB-GENE-141212-100]
ENSDARG00000099170	si:dkey-161l11.78	https://zfin.org/ZDB-GENE-141212-152	si:dkey-161l11.78 [Source:ZFIN;Acc:ZDB-GENE-141212-152]
ENSDARG00000009470	hnf1a	https://zfin.org/ZDB-GENE-021206-12	HNF1 homeobox a [Source:ZFIN;Acc:ZDB-GENE-021206-12]
ENSDARG00000104194	si:dkey-161l11.20	https://zfin.org/ZDB-GENE-141212-98	si:dkey-161l11.20 [Source:ZFIN;Acc:ZDB-GENE-141212-98]
ENSDARG00000008372	spred2b	https://zfin.org/ZDB-GENE-040426-2342	"sprouty-related, EVH1 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-040426-2342]"
ENSDARG00000062446	neurl2	https://zfin.org/ZDB-GENE-070410-31	neuralized E3 ubiquitin protein ligase 2 [Source:ZFIN;Acc:ZDB-GENE-070410-31]
ENSDARG00000013813	fam219ab	https://zfin.org/ZDB-GENE-050522-213	"family with sequence similarity 219, member Ab [Source:ZFIN;Acc:ZDB-GENE-050522-213]"
ENSDARG00000103707	si:dkey-161l11.7	https://zfin.org/ZDB-GENE-141212-122	si:dkey-161l11.7 [Source:ZFIN;Acc:ZDB-GENE-141212-122]
ENSDARG00000077263	si:ch73-27e22.3	https://zfin.org/ZDB-GENE-070705-231	si:ch73-27e22.3 [Source:ZFIN;Acc:ZDB-GENE-070705-231]
ENSDARG00000062146	larp4b	https://zfin.org/ZDB-GENE-061027-39	"La ribonucleoprotein domain family, member 4B [Source:ZFIN;Acc:ZDB-GENE-061027-39]"
ENSDARG00000075807	si:dkey-161l11.26	https://zfin.org/ZDB-GENE-141212-107	si:dkey-161l11.26 [Source:ZFIN;Acc:ZDB-GENE-141212-107]
ENSDARG00000055118	mylipb	https://zfin.org/ZDB-GENE-061027-67	myosin regulatory light chain interacting protein b [Source:ZFIN;Acc:ZDB-GENE-061027-67]
ENSDARG00000092033	si:dkey-239h2.3	https://zfin.org/ZDB-GENE-081104-383	si:dkey-239h2.3 [Source:ZFIN;Acc:ZDB-GENE-081104-383]
ENSDARG00000068515	chs1	https://zfin.org/ZDB-GENE-030131-1188	chitin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1188]
ENSDARG00000104334	si:ch211-59d8.2	https://zfin.org/ZDB-GENE-120703-18	si:ch211-59d8.2 [Source:ZFIN;Acc:ZDB-GENE-120703-18]
ENSDARG00000097956	kmt2ba	https://zfin.org/	
ENSDARG00000069301	tmem177	https://zfin.org/ZDB-GENE-030131-993	transmembrane protein 177 [Source:ZFIN;Acc:ZDB-GENE-030131-993]
ENSDARG00000095179	si:ch211-235f1.3	https://zfin.org/ZDB-GENE-091204-440	si:ch211-235f1.3 [Source:ZFIN;Acc:ZDB-GENE-091204-440]
ENSDARG00000097446	si:ch211-66i15.5	https://zfin.org/ZDB-GENE-090313-122	si:ch211-66i15.5 [Source:ZFIN;Acc:ZDB-GENE-090313-122]
ENSDARG00000097757	si:ch211-79l20.8	https://zfin.org/ZDB-GENE-131120-55	si:ch211-79l20.8 [Source:ZFIN;Acc:ZDB-GENE-131120-55]
ENSDARG00000102408	si:dkey-161l11.19	https://zfin.org/ZDB-GENE-141212-153	si:dkey-161l11.19 [Source:ZFIN;Acc:ZDB-GENE-141212-153]
ENSDARG00000062962	kmt2ba.1	https://zfin.org/ZDB-GENE-060503-376	lysine (K)-specific methyltransferase 2Ba [Source:ZFIN;Acc:ZDB-GENE-060503-376]
ENSDARG00000101820	si:dkey-161l11.80	https://zfin.org/ZDB-GENE-141212-187	si:dkey-161l11.80 [Source:ZFIN;Acc:ZDB-GENE-141212-187]
ENSDARG00000092630	si:dkey-239h2.4	https://zfin.org/ZDB-GENE-081104-384	si:dkey-239h2.4 [Source:ZFIN;Acc:ZDB-GENE-081104-384]
ENSDARG00000060392	ash2l	https://zfin.org/ZDB-GENE-030131-494	"ash2 (absent, small, or homeotic)-like (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-494]"
ENSDARG00000099297	si:dkey-161l11.13	https://zfin.org/ZDB-GENE-141212-104	si:dkey-161l11.13 [Source:ZFIN;Acc:ZDB-GENE-141212-104]
ENSDARG00000098514	si:ch211-59d8.3	https://zfin.org/ZDB-GENE-120709-11	si:ch211-59d8.3 [Source:ZFIN;Acc:ZDB-GENE-120709-11]
ENSDARG00000092406	or115-8	https://zfin.org/ZDB-GENE-070806-10	"odorant receptor, family F, subfamily 115, member 8 [Source:ZFIN;Acc:ZDB-GENE-070806-10]"
ENSDARG00000103842	si:dkey-161l11.16	https://zfin.org/ZDB-GENE-141212-144	si:dkey-161l11.16 [Source:ZFIN;Acc:ZDB-GENE-141212-144]
ENSDARG00000045877	ube2nb	https://zfin.org/ZDB-GENE-040426-1291	ubiquitin-conjugating enzyme E2Nb [Source:ZFIN;Acc:ZDB-GENE-040426-1291]
ENSDARG00000098382	si:dkey-161l11.15	https://zfin.org/ZDB-GENE-141212-176	si:dkey-161l11.15 [Source:ZFIN;Acc:ZDB-GENE-141212-176]
ENSDARG00000097093	si:ch211-273k1.5	https://zfin.org/ZDB-GENE-131121-559	si:ch211-273k1.5 [Source:ZFIN;Acc:ZDB-GENE-131121-559]
ENSDARG00000041361	ttk	https://zfin.org/ZDB-GENE-030123-1	ttk protein kinase [Source:ZFIN;Acc:ZDB-GENE-030123-1]
ENSDARG00000013063	oxct1a	https://zfin.org/ZDB-GENE-040723-3	3-oxoacid CoA transferase 1a [Source:ZFIN;Acc:ZDB-GENE-040723-3]
ENSDARG00000101924	si:dkey-65b13.13	https://zfin.org/ZDB-GENE-141216-308	si:dkey-65b13.13 [Source:ZFIN;Acc:ZDB-GENE-141216-308]
ENSDARG00000092123	si:dkey-20d21.12	https://zfin.org/ZDB-GENE-081104-365	si:dkey-20d21.12 [Source:ZFIN;Acc:ZDB-GENE-081104-365]
ENSDARG00000098649	si:dkey-161l11.9	https://zfin.org/ZDB-GENE-141212-208	si:dkey-161l11.9 [Source:ZFIN;Acc:ZDB-GENE-141212-208]
ENSDARG00000100930	si:ch211-211k8.2	https://zfin.org/ZDB-GENE-050208-435	si:ch211-211k8.2 [Source:ZFIN;Acc:ZDB-GENE-050208-435]
ENSDARG00000095303	si:dkey-196j8.3	https://zfin.org/ZDB-GENE-081107-59	si:dkey-196j8.3 [Source:ZFIN;Acc:ZDB-GENE-081107-59]
ENSDARG00000077057	esco1	https://zfin.org/ZDB-GENE-130530-818	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-130530-818]
ENSDARG00000094696	si:dkey-201c13.2	https://zfin.org/ZDB-GENE-060526-243	si:dkey-201c13.2 [Source:ZFIN;Acc:ZDB-GENE-060526-243]
ENSDARG00000102880	si:dkey-161l11.6	https://zfin.org/ZDB-GENE-141212-110	si:dkey-161l11.6 [Source:ZFIN;Acc:ZDB-GENE-141212-110]
ENSDARG00000025325	ccsapa	https://zfin.org/ZDB-GENE-111116-1	"centriole, cilia and spindle-associated protein a [Source:ZFIN;Acc:ZDB-GENE-111116-1]"
ENSDARG00000101758	si:dkey-161l11.24	https://zfin.org/ZDB-GENE-141212-181	si:dkey-161l11.24 [Source:ZFIN;Acc:ZDB-GENE-141212-181]
ENSDARG00000039468	si:ch211-1n9.6	https://zfin.org/ZDB-GENE-090313-70	si:ch211-1n9.6 [Source:ZFIN;Acc:ZDB-GENE-090313-70]
ENSDARG00000023583	coq9	https://zfin.org/ZDB-GENE-061207-37	coenzyme Q9 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-061207-37]
ENSDARG00000033437	rps6ka1	https://zfin.org/ZDB-GENE-060929-516	"ribosomal protein S6 kinase a, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060929-516]"
ENSDARG00000102250	si:dkey-161l11.21	https://zfin.org/ZDB-GENE-141212-178	si:dkey-161l11.21 [Source:ZFIN;Acc:ZDB-GENE-141212-178]
ENSDARG00000035686	mon1ba	https://zfin.org/ZDB-GENE-081104-318	MON1 secretory trafficking family member Ba [Source:ZFIN;Acc:ZDB-GENE-081104-318]
ENSDARG00000097216	taf8	https://zfin.org/	
ENSDARG00000038154	isca2	https://zfin.org/ZDB-GENE-131121-486	iron-sulfur cluster assembly 2 [Source:ZFIN;Acc:ZDB-GENE-131121-486]
ENSDARG00000068937	si:ch211-218m3.11	https://zfin.org/ZDB-GENE-091116-45	si:ch211-218m3.11 [Source:ZFIN;Acc:ZDB-GENE-091116-45]
ENSDARG00000061992	dot1l	https://zfin.org/ZDB-GENE-060503-341	DOT1-like histone H3K79 methyltransferase [Source:ZFIN;Acc:ZDB-GENE-060503-341]
ENSDARG00000074869	si:ch1073-291c23.2	https://zfin.org/ZDB-GENE-081107-2	si:ch1073-291c23.2 [Source:ZFIN;Acc:ZDB-GENE-081107-2]
ENSDARG00000088493	si:ch211-149k12.3	https://zfin.org/ZDB-GENE-131127-504	si:ch211-149k12.3 [Source:ZFIN;Acc:ZDB-GENE-131127-504]
ENSDARG00000016048	gpat3	https://zfin.org/ZDB-GENE-040718-436	glycerol-3-phosphate acyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-040718-436]
ENSDARG00000098515	si:dkey-16p6.1	https://zfin.org/ZDB-GENE-081103-43	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]
ENSDARG00000006308	ptpn18	https://zfin.org/ZDB-GENE-050320-12	"protein tyrosine phosphatase, non-receptor type 18 [Source:ZFIN;Acc:ZDB-GENE-050320-12]"
ENSDARG00000097071	PIFO	https://zfin.org/ZDB-GENE-090313-121	si:ch211-66i15.4 [Source:ZFIN;Acc:ZDB-GENE-090313-121]
ENSDARG00000067781	urp2	https://zfin.org/ZDB-GENE-110718-3	urotensin II-related peptide [Source:ZFIN;Acc:ZDB-GENE-110718-3]
ENSDARG00000096657	si:dkey-54g2.5	https://zfin.org/ZDB-GENE-121214-80	si:dkey-54g2.5 [Source:ZFIN;Acc:ZDB-GENE-121214-80]
ENSDARG00000104787	si:dkey-28k24.2	https://zfin.org/ZDB-GENE-121213-4	si:dkey-28k24.2 [Source:ZFIN;Acc:ZDB-GENE-121213-4]
ENSDARG00000078109	usp12a	https://zfin.org/ZDB-GENE-060228-3	ubiquitin specific peptidase 12a [Source:ZFIN;Acc:ZDB-GENE-060228-3]
ENSDARG00000092833	si:dkeyp-1h4.8	https://zfin.org/ZDB-GENE-060503-935	si:dkeyp-1h4.8 [Source:ZFIN;Acc:ZDB-GENE-060503-935]
ENSDARG00000059705	vwa5b1	https://zfin.org/ZDB-GENE-090313-299	von Willebrand factor A domain containing 5B1 [Source:ZFIN;Acc:ZDB-GENE-090313-299]
ENSDARG00000045145	shisa9a	https://zfin.org/ZDB-GENE-050320-78	shisa family member 9a [Source:ZFIN;Acc:ZDB-GENE-050320-78]
ENSDARG00000096513	si:dkey-54g2.6	https://zfin.org/ZDB-GENE-121214-211	si:dkey-54g2.6 [Source:ZFIN;Acc:ZDB-GENE-121214-211]
ENSDARG00000071468	mrpl54	https://zfin.org/ZDB-GENE-050208-381	mitochondrial ribosomal protein L54 [Source:ZFIN;Acc:ZDB-GENE-050208-381]
ENSDARG00000043492	irf1a	https://zfin.org/ZDB-GENE-060421-4031	interferon regulatory factor 1a [Source:ZFIN;Acc:ZDB-GENE-060421-4031]
ENSDARG00000071361	si:ch211-197g15.10	https://zfin.org/ZDB-GENE-050208-617	si:ch211-197g15.10 [Source:ZFIN;Acc:ZDB-GENE-050208-617]
ENSDARG00000097409	si:dkey-225i9.3	https://zfin.org/ZDB-GENE-131121-568	si:dkey-225i9.3 [Source:ZFIN;Acc:ZDB-GENE-131121-568]
ENSDARG00000015905	lztr1	https://zfin.org/ZDB-GENE-030131-9564	leucine-zipper-like transcription regulator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9564]
ENSDARG00000017577	si:dkey-31m5.7	https://zfin.org/ZDB-GENE-070912-519	si:dkey-31m5.7 [Source:ZFIN;Acc:ZDB-GENE-070912-519]
ENSDARG00000094890	si:ch211-163b2.4	https://zfin.org/ZDB-GENE-081104-502	si:ch211-163b2.4 [Source:ZFIN;Acc:ZDB-GENE-081104-502]
ENSDARG00000044338	or115-7	https://zfin.org/ZDB-GENE-070806-9	"odorant receptor, family F, subfamily 115, member 7 [Source:ZFIN;Acc:ZDB-GENE-070806-9]"
ENSDARG00000026582	iscub	https://zfin.org/ZDB-GENE-050417-332	iron-sulfur cluster assembly enzyme b [Source:ZFIN;Acc:ZDB-GENE-050417-332]
ENSDARG00000099866	si:cabz01073308.1	https://zfin.org/	
ENSDARG00000030108	sec22ba	https://zfin.org/ZDB-GENE-010724-3	"SEC22 homolog B, vesicle trafficking protein a [Source:ZFIN;Acc:ZDB-GENE-010724-3]"
ENSDARG00000092243	si:ch211-163b2.2	https://zfin.org/ZDB-GENE-081105-152	si:ch211-163b2.2 [Source:ZFIN;Acc:ZDB-GENE-081105-152]
ENSDARG00000063626	ddx21	https://zfin.org/ZDB-GENE-031113-10	DEAD (Asp-Glu-Ala-Asp) box helicase 21 [Source:ZFIN;Acc:ZDB-GENE-031113-10]
ENSDARG00000095089	si:dkey-31m5.8p	https://zfin.org/	
ENSDARG00000078546	cars2	https://zfin.org/ZDB-GENE-030131-5564	"cysteinyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-5564]"
ENSDARG00000044938	cbx2	https://zfin.org/ZDB-GENE-030131-5502	chromobox homolog 2 (Drosophila Pc class) [Source:ZFIN;Acc:ZDB-GENE-030131-5502]
ENSDARG00000026806	taf8.1	https://zfin.org/ZDB-GENE-040426-1013	"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:ZFIN;Acc:ZDB-GENE-040426-1013]"
ENSDARG00000060096	tbc1d10ab	https://zfin.org/ZDB-GENE-081105-145	"TBC1 domain family, member 10Ab [Source:ZFIN;Acc:ZDB-GENE-081105-145]"
ENSDARG00000092191	si:dkey-238c7.13	https://zfin.org/ZDB-GENE-030131-7311	si:dkey-238c7.13 [Source:ZFIN;Acc:ZDB-GENE-030131-7311]
ENSDARG00000092262	si:ch211-220m6.4	https://zfin.org/ZDB-GENE-081104-183	si:ch211-220m6.4 [Source:ZFIN;Acc:ZDB-GENE-081104-183]
ENSDARG00000042660	fam32a	https://zfin.org/ZDB-GENE-040704-44	"family with sequence similarity 32, member A [Source:ZFIN;Acc:ZDB-GENE-040704-44]"
ENSDARG00000022418	faf1	https://zfin.org/ZDB-GENE-040426-2863	Fas (TNFRSF6) associated factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2863]
ENSDARG00000041435	uba52	https://zfin.org/ZDB-GENE-051023-7	ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:ZFIN;Acc:ZDB-GENE-051023-7]
ENSDARG00000095190	si:dkey-189n19.4	https://zfin.org/ZDB-GENE-070705-335	si:dkey-189n19.4 [Source:ZFIN;Acc:ZDB-GENE-070705-335]
ENSDARG00000053779	si:ch211-218m3.13	https://zfin.org/ZDB-GENE-091113-55	si:ch211-218m3.13 [Source:ZFIN;Acc:ZDB-GENE-091113-55]
ENSDARG00000100194	pimr96	https://zfin.org/ZDB-GENE-141211-70	"Pim proto-oncogene, serine/threonine kinase, related 96 [Source:ZFIN;Acc:ZDB-GENE-141211-70]"
ENSDARG00000017398	slc44a5a	https://zfin.org/ZDB-GENE-070705-333	"solute carrier family 44, member 5a [Source:ZFIN;Acc:ZDB-GENE-070705-333]"
ENSDARG00000074617	wfs1b	https://zfin.org/ZDB-GENE-050809-19	Wolfram syndrome 1b (wolframin) [Source:ZFIN;Acc:ZDB-GENE-050809-19]
ENSDARG00000079250	zbtb5	https://zfin.org/ZDB-GENE-090313-117	zinc finger and BTB domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-090313-117]
ENSDARG00000077368	slc30a6	https://zfin.org/ZDB-GENE-040426-1838	"solute carrier family 30 (zinc transporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1838]"
ENSDARG00000019122	he1b	https://zfin.org/ZDB-GENE-030131-2100	hatching enzyme 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2100]
ENSDARG00000077035	pimr177	https://zfin.org/ZDB-GENE-131119-92	"Pim proto-oncogene, serine/threonine kinase, related 177 [Source:ZFIN;Acc:ZDB-GENE-131119-92]"
ENSDARG00000077201	myo7bb	https://zfin.org/ZDB-GENE-070912-482	myosin VIIBb [Source:ZFIN;Acc:ZDB-GENE-070912-482]
